transaction_key,time_key,symbol_key,geography_key,transaction_type_key,unit
202,38,999,29,3,39
203,158,2164,4,3,39
204,98,834,42,3,39
205,133,2704,6,3,39
206,126,834,42,3,39
207,46,2492,20,1,38
208,46,999,29,3,38
209,140,1455,41,1,37
210,46,2492,20,1,37
211,23,2492,20,1,37
212,37,2492,20,1,37
213,38,2492,20,1,37
214,154,1455,41,3,37
215,47,999,29,3,37
216,24,999,29,3,37
217,37,999,29,3,37
218,40,999,29,3,37
219,44,2492,20,1,36
220,116,834,42,1,36
221,46,999,29,3,36
222,138,834,42,3,36
223,28,2492,20,1,35
224,104,2704,6,1,35
225,31,2492,20,1,35
226,26,2807,4,1,35
227,55,2164,4,1,35
228,57,2164,4,1,35
229,29,999,29,3,35
230,221,2704,6,3,35
231,31,999,29,3,35
232,26,2807,4,3,35
233,56,2164,4,3,35
234,59,2164,4,3,35
235,101,834,42,1,34
236,97,2704,6,1,34
237,28,2807,4,1,34
238,26,2807,4,1,34
239,104,834,42,3,34
240,100,2704,6,3,34
241,28,2807,4,3,34
242,26,2807,4,3,34
243,95,2704,6,1,33
244,29,2807,4,1,33
245,61,219,41,1,33
246,34,2492,20,1,33
247,129,2704,6,3,33
248,29,2807,4,3,33
249,76,219,41,3,33
250,37,2236,29,3,33
251,104,834,42,1,32
252,141,834,42,3,32
253,23,2807,4,1,31
254,25,2807,4,3,31
255,75,1804,20,1,30
256,31,241,3,1,30
257,53,2492,20,1,30
258,98,477,32,1,30
259,78,1002,20,3,30
260,33,241,3,3,30
261,53,2236,29,3,30
262,108,477,32,3,30
263,34,2425,36,1,29
264,25,2807,4,1,29
265,40,2425,36,3,29
266,25,2807,4,3,29
267,124,2140,41,1,28
268,55,2704,6,1,28
269,85,1804,20,1,28
270,149,2140,41,3,28
271,97,2704,6,3,28
272,227,449,4,1,27
273,59,2807,4,1,27
274,21,2492,20,1,27
275,40,2492,20,1,27
276,31,207,41,1,27
277,48,2492,20,1,27
278,231,449,4,3,27
279,64,2807,4,3,27
280,23,2236,29,3,27
281,41,2236,29,3,27
282,49,2236,29,3,27
283,42,37,20,1,26
284,52,2492,20,1,26
285,44,2236,29,3,26
286,53,2236,29,3,26
287,64,1735,19,1,25
288,29,37,20,1,25
289,147,1482,41,1,25
290,148,449,4,1,25
291,67,2775,20,3,25
292,31,2236,29,3,25
293,158,1482,41,3,25
294,155,449,4,3,25
295,78,37,20,1,24
296,87,241,3,1,24
297,104,37,20,1,24
298,23,207,41,1,24
299,145,1482,41,1,24
300,207,449,4,1,24
301,164,1482,41,1,24
302,4,2807,4,1,24
303,145,37,20,1,24
304,33,37,20,1,24
305,82,2492,20,3,24
306,149,255,37,3,24
307,137,2236,29,3,24
308,24,207,41,3,24
309,147,1482,41,3,24
310,210,449,4,3,24
311,165,1482,41,3,24
312,5,2807,4,3,24
313,148,2236,29,3,24
314,34,2236,29,3,24
315,73,2807,4,1,23
316,206,3183,8,1,23
317,202,3183,8,1,23
318,104,37,20,1,23
319,70,2807,4,1,23
320,76,2807,4,3,23
321,206,261,8,3,23
322,203,261,8,3,23
323,137,2236,29,3,23
324,70,2807,4,3,23
325,219,449,4,1,22
326,34,2807,4,1,22
327,17,207,41,1,22
328,17,2807,4,1,22
329,3,505,5,1,22
330,25,207,41,1,22
331,227,37,20,1,22
332,193,1482,41,1,22
333,19,207,41,1,22
334,189,1482,41,1,22
335,157,449,4,1,22
336,18,207,41,1,22
337,52,1482,41,1,22
338,17,2807,4,1,22
339,110,2874,20,1,22
340,220,449,4,3,22
341,34,2807,4,3,22
342,18,207,41,3,22
343,17,2807,4,3,22
344,7,505,5,3,22
345,25,207,41,3,22
346,228,2236,29,3,22
347,194,1482,41,3,22
348,21,207,41,3,22
349,192,1482,41,3,22
350,179,449,4,3,22
351,19,207,41,3,22
352,53,1482,41,3,22
353,17,2807,4,3,22
354,137,2874,20,3,22
355,21,2807,4,1,21
356,4,1482,41,1,21
357,200,449,4,1,21
358,29,207,41,1,21
359,26,207,41,1,21
360,31,207,41,1,21
361,164,37,20,1,21
362,22,2807,4,3,21
363,6,1482,41,3,21
364,203,449,4,3,21
365,29,207,41,3,21
366,26,207,41,3,21
367,31,207,41,3,21
368,167,2236,29,3,21
369,135,449,4,1,20
370,6,1482,41,1,20
371,2,505,5,1,20
372,70,1482,41,1,20
373,71,1482,41,1,20
374,65,2807,4,1,20
375,205,449,4,1,20
376,73,1482,41,1,20
377,90,2874,20,1,20
378,28,207,41,1,20
379,199,3183,8,1,20
380,31,2425,36,1,20
381,9,1482,41,3,20
382,3,505,5,3,20
383,71,1482,41,3,20
384,73,1482,41,3,20
385,66,2807,4,3,20
386,205,449,4,3,20
387,78,1482,41,3,20
388,202,2874,20,3,20
389,28,207,41,3,20
390,200,934,8,3,20
391,34,2425,36,3,20
392,60,2384,41,1,19
393,183,449,4,1,19
394,18,37,20,1,19
395,218,37,20,1,19
396,68,1482,41,1,19
397,1,737,41,1,19
398,219,37,20,1,19
399,60,2384,41,3,19
400,191,449,4,3,19
401,21,2236,29,3,19
402,218,2236,29,3,19
403,70,1482,41,3,19
404,15,737,41,3,19
405,219,2236,29,3,19
406,198,1359,8,1,18
407,201,1359,8,1,18
408,36,2807,4,1,18
409,140,449,4,1,18
410,50,2807,4,1,18
411,63,2384,41,1,18
412,36,2807,4,1,18
413,140,449,4,1,18
414,5,402,41,1,18
415,50,37,20,1,18
416,199,934,8,3,18
417,201,934,8,3,18
418,37,2807,4,3,18
419,144,449,4,3,18
420,51,2807,4,3,18
421,64,2384,41,3,18
422,36,2807,4,3,18
423,144,449,4,3,18
424,7,402,41,3,18
425,51,2236,29,3,18
426,34,1482,41,1,17
427,154,1804,20,1,17
428,37,1482,41,1,17
429,21,3064,41,1,17
430,127,1286,17,1,17
431,104,1286,17,1,17
432,46,1482,41,1,17
433,47,37,20,1,17
434,100,449,4,1,17
435,37,1482,41,3,17
436,197,1002,20,3,17
437,38,1482,41,3,17
438,31,3064,41,3,17
439,107,1286,17,3,17
440,47,1482,41,3,17
441,47,2236,29,3,17
442,102,449,4,3,17
443,110,449,4,1,16
444,68,2384,41,1,16
445,86,2704,6,1,16
446,75,2704,6,1,16
447,44,439,3,1,16
448,104,449,4,1,16
449,48,1482,41,1,16
450,56,2807,4,1,16
451,46,439,3,1,16
452,20,3064,41,1,16
453,64,1482,41,1,16
454,49,1482,41,1,16
455,112,449,4,3,16
456,70,2384,41,3,16
457,88,2704,6,3,16
458,88,2704,6,3,16
459,46,439,3,3,16
460,106,449,4,3,16
461,49,1482,41,3,16
462,32,207,41,3,16
463,59,2807,4,3,16
464,53,439,3,3,16
465,21,3064,41,3,16
466,67,1482,41,3,16
467,51,1482,41,3,16
468,64,2704,6,1,15
469,69,2807,4,1,15
470,98,1804,20,1,15
471,98,449,4,1,15
472,39,2807,4,1,15
473,71,2807,4,1,15
474,32,2807,4,1,15
475,39,2807,4,1,15
476,40,2807,4,1,15
477,85,449,4,1,15
478,38,439,3,1,15
479,70,2704,6,3,15
480,28,439,3,3,15
481,70,2807,4,3,15
482,102,449,4,3,15
483,39,2807,4,3,15
484,73,2807,4,3,15
485,32,2807,4,3,15
486,40,2807,4,3,15
487,40,2807,4,3,15
488,89,449,4,3,15
489,44,439,3,3,15
490,68,2807,4,1,14
491,41,2807,4,1,14
492,4,402,41,1,14
493,198,1359,8,1,14
494,68,2807,4,3,14
495,41,2807,4,3,14
496,5,402,41,3,14
497,198,934,8,3,14
498,31,2764,41,1,13
499,92,449,4,1,13
500,32,2764,41,1,13
501,67,2807,4,1,13
502,80,2807,4,1,13
503,46,2807,4,1,13
504,47,2807,4,1,13
505,83,449,4,1,13
506,91,449,4,1,13
507,53,2807,4,1,13
508,32,2764,41,3,13
509,140,449,4,3,13
510,48,2764,41,3,13
511,67,2807,4,3,13
512,80,2807,4,3,13
513,47,2807,4,3,13
514,50,2807,4,3,13
515,89,449,4,3,13
516,91,449,4,3,13
517,54,2807,4,3,13
518,44,2807,4,1,12
519,14,207,41,1,12
520,9,207,41,1,12
521,89,449,4,1,12
522,76,2384,41,1,12
523,44,2807,4,3,12
524,16,207,41,3,12
525,12,207,41,3,12
526,140,449,4,3,12
527,78,2384,41,3,12
528,90,1240,41,1,11
529,64,37,20,1,11
530,85,2384,41,1,11
531,183,1359,8,1,11
532,78,227,40,1,11
533,71,2384,41,1,11
534,229,1980,8,1,11
535,104,1240,41,1,11
536,54,2807,4,1,11
537,13,207,41,1,11
538,113,1240,41,3,11
539,67,2236,29,3,11
540,87,2384,41,3,11
541,184,934,8,3,11
542,79,227,40,3,11
543,76,2384,41,3,11
544,229,1980,8,3,11
545,113,1240,41,3,11
546,54,2807,4,3,11
547,14,207,41,3,11
548,148,2384,41,1,10
549,189,1359,8,1,10
550,212,177,41,1,10
551,33,737,41,1,10
552,31,227,40,1,10
553,58,2384,41,1,10
554,89,2384,41,1,10
555,66,2384,41,1,10
556,65,2384,41,1,10
557,193,1359,8,1,10
558,185,1359,8,1,10
559,29,207,41,1,10
560,150,2384,41,3,10
561,191,934,8,3,10
562,1,505,5,3,10
563,215,177,41,3,10
564,53,737,41,3,10
565,32,227,40,3,10
566,58,2384,41,3,10
567,90,2384,41,3,10
568,67,2384,41,3,10
569,66,2384,41,3,10
570,32,207,41,3,10
571,194,934,8,3,10
572,186,934,8,3,10
573,30,207,41,3,10
574,154,2384,41,1,9
575,29,2870,37,1,9
576,70,3159,41,1,9
577,108,2384,41,1,9
578,31,1958,41,1,9
579,29,2870,37,1,9
580,90,2903,41,1,9
581,65,3159,41,1,9
582,31,227,40,1,9
583,61,2807,4,1,9
584,66,2384,41,1,9
585,208,177,41,1,9
586,68,3159,41,1,9
587,169,2384,41,3,9
588,30,2870,37,3,9
589,74,3159,41,3,9
590,109,2384,41,3,9
591,33,1958,41,3,9
592,30,2870,37,3,9
593,98,2903,41,3,9
594,67,3159,41,3,9
595,31,227,40,3,9
596,62,2807,4,3,9
597,66,2384,41,3,9
598,212,177,41,3,9
599,70,3159,41,3,9
600,17,2870,37,1,8
601,29,227,40,1,8
602,37,227,40,1,8
603,8,1958,41,1,8
604,38,227,40,1,8
605,36,227,40,1,8
606,37,227,40,1,8
607,207,1258,41,1,8
608,17,3064,41,1,8
609,98,2384,41,1,8
610,95,2384,41,1,8
611,17,2870,37,1,8
612,21,151,41,1,8
613,22,2870,37,1,8
614,33,207,41,1,8
615,30,227,40,1,8
616,61,3159,41,1,8
617,22,151,41,1,8
618,22,2870,37,3,8
619,30,227,40,3,8
620,38,227,40,3,8
621,12,1958,41,3,8
622,38,227,40,3,8
623,37,227,40,3,8
624,37,227,40,3,8
625,208,1258,41,3,8
626,19,3064,41,3,8
627,99,2384,41,3,8
628,96,2384,41,3,8
629,17,2870,37,3,8
630,22,151,41,3,8
631,29,2870,37,3,8
632,33,207,41,3,8
633,30,227,40,3,8
634,65,3159,41,3,8
635,25,151,41,3,8
636,52,227,40,1,7
637,41,227,40,1,7
638,61,2384,41,1,7
639,37,207,41,1,7
640,31,227,40,1,7
641,27,151,41,1,7
642,46,2870,37,1,7
643,51,227,40,1,7
644,47,2870,37,1,7
645,54,1258,41,1,7
646,54,1258,41,1,7
647,20,151,41,1,7
648,52,2870,37,1,7
649,207,177,41,1,7
650,208,655,40,1,7
651,185,2384,41,1,7
652,45,227,40,1,7
653,50,2870,37,1,7
654,137,2384,41,1,7
655,4,151,41,1,7
656,41,1258,41,1,7
657,53,2870,37,1,7
658,75,2870,37,1,7
659,30,177,41,1,7
660,25,151,41,1,7
661,145,655,40,1,7
662,148,655,40,1,7
663,3,151,41,1,7
664,49,1258,41,1,7
665,100,3159,41,1,7
666,25,177,41,1,7
667,200,655,40,1,7
668,38,227,40,1,7
669,45,1258,41,1,7
670,46,227,40,1,7
671,46,227,40,1,7
672,102,3159,41,1,7
673,39,227,40,1,7
674,49,227,40,1,7
675,227,655,40,1,7
676,30,2870,37,1,7
677,61,2384,41,1,7
678,30,227,40,1,233
679,32,2870,37,1,222
680,33,227,40,1,222
681,212,1258,41,1,222
682,4,2705,28,1,221
683,208,227,40,1,221
684,32,227,40,1,217
685,34,227,40,1,217
686,32,227,40,1,215
687,33,227,40,1,215
688,50,227,40,1,214
689,36,2870,37,1,214
690,23,177,41,1,202
691,52,227,40,3,202
692,43,227,40,3,199
693,62,2384,41,3,199
694,38,207,41,3,198
695,31,227,40,3,198
696,30,151,41,3,198
697,47,2870,37,3,198
698,51,227,40,3,195
699,48,2870,37,3,195
700,55,1258,41,3,190
701,55,1258,41,3,185
702,21,151,41,3,185
703,53,2870,37,3,185
704,208,177,41,3,177
705,209,1444,40,3,177
706,8,1258,41,3,155
707,188,2384,41,3,155
708,46,227,40,3,147
709,51,2870,37,3,147
710,148,2384,41,3,146
711,6,151,41,3,146
712,45,1258,41,3,144
713,64,2870,37,3,144
714,77,2870,37,3,136
715,31,177,41,3,136
716,26,151,41,3,135
717,148,1444,40,3,135
718,151,1444,40,3,135
719,4,151,41,3,135
720,54,1258,41,3,133
721,102,3159,41,3,133
722,30,177,41,3,132
723,201,1689,40,3,132
724,38,227,40,3,129
725,47,227,40,3,129
726,49,1258,41,3,129
727,46,227,40,3,129
728,138,3159,41,3,128
729,40,227,40,3,128
730,50,227,40,3,125
731,31,2870,37,3,123
732,61,2384,41,3,123
733,30,227,40,3,122
734,36,2870,37,3,122
735,33,227,40,3,115
736,218,1258,41,3,115
737,5,2705,28,3,107
738,2,1738,5,3,107
739,210,227,40,3,103
740,33,227,40,3,101
741,36,227,40,3,101
742,32,227,40,3,101
743,33,227,40,3,101
744,51,227,40,3,96
745,38,2870,37,3,96
746,24,177,41,3,93
747,173,2457,40,1,93
748,56,3159,41,1,93
749,101,2602,41,1,92
750,160,2275,40,1,92
751,154,2275,40,1,92
752,176,1980,8,1,91
753,36,151,41,1,91
754,75,1980,8,1,91
755,148,1980,8,1,91
756,41,1980,8,1,91
757,162,2275,40,1,91
758,55,3159,41,1,87
759,128,2602,41,1,87
760,53,2869,41,1,84
761,19,177,41,1,84
762,107,2602,41,1,84
763,18,177,41,1,84
764,82,1258,41,1,83
765,49,874,20,1,83
766,8,2544,21,1,82
767,8,177,41,1,82
768,90,2602,41,1,82
769,175,655,40,1,81
770,140,655,40,1,81
771,21,1258,41,1,80
772,20,6,41,1,80
773,30,227,40,1,75
774,29,6,41,1,75
775,58,1258,41,1,74
776,17,1258,41,1,74
777,24,6,41,1,73
778,7,151,41,1,73
779,70,2870,37,1,71
780,36,207,41,1,71
781,49,2870,37,1,69
782,6,151,41,1,69
783,67,207,41,1,68
784,4,2641,41,1,68
785,212,655,40,1,67
786,32,1258,41,1,67
787,113,207,41,1,63
788,51,2870,37,1,63
789,29,227,40,1,62
790,145,2602,41,1,62
791,22,1258,41,1,62
792,9,1258,41,1,62
793,173,1689,40,3,61
794,59,3159,41,3,61
795,1,177,41,3,60
796,107,2602,41,3,60
797,161,1444,40,3,60
798,156,1444,40,3,60
799,228,1980,8,3,60
800,38,151,41,3,60
801,79,1980,8,3,58
802,151,1980,8,3,58
803,46,1980,8,3,58
804,170,1444,40,3,58
805,56,3159,41,3,58
806,138,2602,41,3,58
807,56,2869,41,3,58
808,21,177,41,3,58
809,112,2602,41,3,58
810,19,177,41,3,58
811,83,1258,41,3,57
812,27,2544,21,3,57
813,18,177,41,3,56
814,101,2602,41,3,56
815,184,1444,40,3,56
816,144,1444,40,3,56
817,22,1258,41,3,56
818,24,6,41,3,56
819,30,227,40,3,56
820,36,6,41,3,56
821,65,1258,41,3,56
822,21,1258,41,3,56
823,28,6,41,3,56
824,11,151,41,3,56
825,70,2870,37,3,55
826,37,207,41,3,55
827,50,2870,37,3,55
828,7,151,41,3,55
829,68,207,41,3,55
830,8,2641,41,3,55
831,213,1444,40,3,55
832,40,1258,41,3,55
833,119,207,41,3,54
834,51,2870,37,3,54
835,29,227,40,3,53
836,171,2602,41,3,53
837,32,1258,41,3,53
838,16,1258,41,3,53
839,40,227,40,1,52
840,105,6,41,1,52
841,70,2870,37,1,52
842,28,2869,41,1,52
843,46,177,41,1,52
844,50,151,41,1,51
845,62,1558,41,1,51
846,86,151,41,1,50
847,44,151,41,1,50
848,45,874,20,1,50
849,52,151,41,1,50
850,86,227,40,1,50
851,140,832,41,1,50
852,85,1558,41,1,50
853,18,6,41,1,50
854,9,697,31,1,49
855,124,1980,8,1,49
856,53,1558,41,1,49
857,30,2869,41,1,49
858,49,1558,41,1,48
859,65,2870,37,1,48
860,27,2869,41,1,48
861,73,1558,41,1,48
862,31,1558,41,1,48
863,60,227,40,1,48
864,45,2870,37,1,47
865,19,2869,41,1,47
866,2,6,41,1,47
867,53,151,41,1,47
868,31,2869,41,1,46
869,205,1258,41,1,46
870,38,151,41,1,46
871,37,6,41,1,46
872,86,2870,37,1,46
873,140,151,41,1,46
874,157,1980,8,1,46
875,36,6,41,1,46
876,60,177,41,1,46
877,18,151,41,1,45
878,25,2869,41,1,45
879,154,852,41,1,45
880,77,2870,37,1,45
881,17,151,41,1,45
882,49,1980,8,1,45
883,100,1258,41,1,45
884,100,1980,8,1,45
885,57,6,41,1,45
886,34,151,41,1,45
887,39,151,41,1,45
888,32,151,41,1,45
889,49,2869,41,1,45
890,45,6,41,1,45
891,154,227,40,1,45
892,82,177,41,1,45
893,40,2870,37,1,45
894,17,151,41,1,45
895,30,151,41,1,44
896,75,6,41,1,44
897,86,1980,8,1,44
898,65,874,20,1,44
899,52,2869,41,1,44
900,86,6,41,1,44
901,31,177,41,1,43
902,84,1258,41,1,43
903,46,1980,8,1,43
904,40,227,40,3,43
905,1,6,41,3,43
906,115,6,41,3,43
907,74,2870,37,3,43
908,28,2869,41,3,42
909,60,177,41,3,42
910,51,151,41,3,42
911,73,1558,41,3,42
912,88,151,41,3,42
913,44,151,41,3,42
914,47,126,20,3,41
915,53,151,41,3,41
916,89,227,40,3,41
917,179,832,41,3,41
918,95,1558,41,3,41
919,20,6,41,3,41
920,11,697,31,3,41
921,148,1980,8,3,41
922,12,2527,41,3,40
923,59,1558,41,3,40
924,31,2869,41,3,40
925,53,1558,41,3,40
926,67,2870,37,3,39
927,28,2869,41,3,39
928,75,1558,41,3,39
929,48,1558,41,3,39
930,60,227,40,3,39
931,46,2870,37,3,39
932,20,2869,41,3,39
933,18,6,41,3,39
934,54,151,41,3,39
935,28,805,41,3,39
936,32,2869,41,3,39
937,207,1258,41,3,39
938,39,151,41,3,38
939,45,6,41,3,38
940,88,2870,37,3,38
941,155,151,41,3,38
942,171,1980,8,3,38
943,37,6,41,3,38
944,68,177,41,3,37
945,19,151,41,3,37
946,26,2869,41,3,37
947,169,852,41,3,37
948,81,2870,37,3,37
949,18,151,41,3,37
950,58,1980,8,3,37
951,134,1258,41,3,37
952,101,1980,8,3,37
953,58,6,41,3,37
954,36,151,41,3,36
955,43,151,41,3,36
956,33,151,41,3,36
957,49,2869,41,3,36
958,55,6,41,3,36
959,169,227,40,3,36
960,85,177,41,3,35
961,44,2870,37,3,35
962,17,151,41,3,35
963,32,151,41,3,35
964,85,6,41,3,35
965,94,1980,8,3,35
966,65,126,20,3,35
967,53,2869,41,3,35
968,88,6,41,3,35
969,46,177,41,3,35
970,89,1258,41,3,35
971,48,1980,8,3,35
972,138,2457,40,1,34
973,23,1558,41,1,34
974,145,227,40,1,34
975,227,177,41,1,34
976,70,874,20,1,34
977,138,227,40,1,34
978,40,874,20,1,34
979,112,2275,40,1,34
980,40,1980,8,1,34
981,228,151,41,1,34
982,69,177,41,1,33
983,123,2275,40,1,33
984,200,227,40,1,33
985,2,2869,41,1,33
986,4,2869,41,1,33
987,154,2870,37,1,33
988,140,2870,37,1,33
989,6,319,41,1,33
990,65,874,20,1,33
991,75,874,20,1,32
992,228,177,41,1,32
993,11,2869,41,1,32
994,98,227,40,1,32
995,218,177,41,1,31
996,71,151,41,1,31
997,148,227,40,1,30
998,138,151,41,1,30
999,73,151,41,1,30
1000,76,227,40,1,30
1001,16,2869,41,1,30
1002,75,1558,41,1,30
1003,90,852,41,1,30
1004,48,151,41,1,30
1005,189,151,41,1,30
1006,70,1258,41,1,30
1007,49,151,41,1,30
1008,227,1980,8,1,29
1009,205,177,41,1,29
1010,175,151,41,1,29
1011,45,151,41,1,29
1012,68,1258,41,1,29
1013,46,151,41,1,29
1014,218,2870,37,1,28
1015,47,874,20,1,28
1016,34,2869,41,1,28
1017,91,227,40,1,28
1018,140,1689,40,3,28
1019,31,1558,41,3,28
1020,148,227,40,3,28
1021,228,177,41,3,28
1022,75,126,20,3,28
1023,154,227,40,3,27
1024,44,126,20,3,27
1025,121,1444,40,3,27
1026,41,1980,8,3,27
1027,76,177,41,3,27
1028,125,1444,40,3,27
1029,203,227,40,3,27
1030,3,2869,41,3,27
1031,6,2869,41,3,27
1032,188,2870,37,3,27
1033,154,2870,37,3,27
1034,7,319,41,3,27
1035,70,126,20,3,27
1036,80,126,20,3,27
1037,231,177,41,3,26
1038,11,2869,41,3,26
1039,99,227,40,3,26
1040,225,177,41,3,26
1041,73,151,41,3,26
1042,151,227,40,3,26
1043,140,151,41,3,26
1044,76,151,41,3,26
1045,89,227,40,3,26
1046,16,2869,41,3,26
1047,78,1558,41,3,26
1048,154,852,41,3,26
1049,49,151,41,3,26
1050,193,151,41,3,26
1051,81,1258,41,3,26
1052,50,151,41,3,26
1053,228,1980,8,3,25
1054,207,177,41,3,25
1055,179,151,41,3,25
1056,63,126,20,3,25
1057,46,151,41,3,25
1058,70,1258,41,3,25
1059,47,151,41,3,25
1060,219,2870,37,3,25
1061,49,126,20,3,25
1062,36,2869,41,3,25
1063,91,227,40,3,25
1064,137,1258,41,1,25
1065,18,1277,36,1,25
1066,22,1900,41,1,25
1067,189,227,40,1,24
1068,198,151,41,1,24
1069,61,227,40,1,24
1070,61,2116,36,1,24
1071,185,151,41,1,24
1072,113,2870,37,1,24
1073,105,151,41,1,233
1074,176,874,20,1,222
1075,26,1900,41,1,222
1076,30,2116,36,1,222
1077,31,1900,41,1,221
1078,64,3159,41,1,217
1079,31,2116,36,1,217
1080,145,177,41,1,215
1081,28,2116,36,1,215
1082,127,874,20,1,214
1083,116,874,20,1,214
1084,28,2116,36,1,202
1085,54,2116,36,1,202
1086,50,2116,36,1,199
1087,31,2116,36,1,199
1088,128,227,40,1,198
1089,38,149,36,1,198
1090,207,770,5,1,198
1091,89,151,41,1,198
1092,128,151,41,1,195
1093,76,151,41,1,195
1094,105,2870,37,1,190
1095,193,151,41,1,185
1096,21,2762,5,1,185
1097,98,2870,37,1,185
1098,123,227,40,1,177
1099,179,832,41,1,177
1100,17,149,36,1,155
1101,138,1980,8,1,155
1102,18,149,36,1,147
1103,17,149,36,1,147
